id,creation_time,anxiety_level,anxiety_score,energy_fatigue,energy_fatigue_score,mood_state,mood_score,self_confidence,self_confidence_score,attention_level,game_focus_level,game_effort_level,max_effort_feeling,time_loss_level,real_world_awareness,daily_stress_relief,presence_awareness,event_noticing_level,stop_and_watch_around,immersion_level,game_detachment_level,emotional_involvement,presence_in_game_world,immersion_level,self_decision_making,game_difficulty_level,want_to_quit,game_motivation_level,game_difficulty_level,game_progress_feeling,game_score_result,emotional_involvement,game_interest_level,game_win_motivation,game_tension_level,immersion_in_game,graphics_rating,game_satisfaction_level,game_interruption_disappointment,play_again,self_feeling_state,experiment_fatigue_level,user_feedback,previous_game_experience,score_count,total_score,test_result
971006,2025-04-20T05:08:22,8. Ощущение полного благополучия. Уверен и чувствую себя непринужденно.,8,"8. Много энергии, сильная потребность в действии.",8,"10. Сильный подъем, восторженное веселье.",1,9. Чувствую большую уверенность в себе. Уверен в своих свершениях.,9,6,7,5,5,2,7,4,7,6,3,4,3,4,1,5,7,1,1,4,7,3,6,4,3,3,1,1,5,5,1,3,Самочувствие было отличное. Никакого дискомфорта.,"Часть после геймплея немного утомительна и слишком затянута. Хотелось бы, чтобы она заканчивалась быстрее.","Игра не понравилась тем, что я играю в неё уже в сотый раз, повторные действия слишком скучные. Понравилась тем, что последний раз играл в нее давно, приятно вспомнить прошлое.",Предыдущий игровой опыт положительный. Игра нравится большим выбором действий и настроек. Поэтому её можно перепроходить много раз.,26,40,26/40
489107,2025-04-29T10:55:21,7. В целом уверен и свободен от беспокойства.,7,"6. Чувствую себя довольно свежим, в меру бодр.",6,"8. Возбужден, в хорошем расположении духа.",8,8. Очень уверен в своих способностях.,8,7,6,6,5,2,6,5,5,7,1,5,3,2,1,1,1,4,1,4,4,5,7,7,4,5,1,1,6,5,2,3,"Чувствую себя хорошо, немного затекают ноги.",Ожидание в начале и завершение.,"Понравилась, многг действий, интересный сюжет","Графика была неплохой, сюжет затягивал.",29,40,29/40
863463,2025-04-21T05:05:29,10. Совершенное спокойствие. Непоколебимо уверен в себе.,1,"7. Чувствую себя свежим, в запасе значительная энергия.",7,7. Чувствую себя очень хорошо. Жизнерадостен.,7,8. Очень уверен в своих способностях.,8,7,7,6,6,5,4,5,4,2,1,7,4,5,5,5,7,1,1,6,7,7,7,7,6,7,1,1,6,7,5,7,Все было хорошо.,Утомления нет.,Игра понравилась геймплеем ,"Играл, игра понравилась.",23,40,23/40
241446,2025-04-19T05:09:42,8. Ощущение полного благополучия. Уверен и чувствую себя непринужденно.,8,"8. Много энергии, сильная потребность в действии.",8,7. Чувствую себя очень хорошо. Жизнерадостен.,7,8. Очень уверен в своих способностях.,8,7,7,6,5,4,7,3,7,6,5,4,3,5,4,6,7,6,2,7,4,6,4,4,5,7,5,2,6,7,4,7,Самочувствие было обычное.,После длительного сидения с закрытыми глазами появилось утомление и желание спать. Это естественная реакция на длительный отдых. Появилось утомление под конец эксперимента.,"да, понравилась! динамикой сражений, разнообразием персонажей, оружия и визуальных кастомизаций.","Раньше играл в королевскую битву с друзьями и одиночку. Любил временные режимы на праздники. Сейчас играю в короткие режимы, так как меньше напрягаюсь.",31,40,31/40
820694,2025-04-22T07:55:08,8. Ощущение полного благополучия. Уверен и чувствую себя непринужденно.,8,"6. Чувствую себя довольно свежим, в меру бодр.",6,"8. Возбужден, в хорошем расположении духа.",8,"10. Для меня нет ничего невозможного. Смогу сделать все, что хочу.",1,6,5,5,3,4,7,5,7,7,1,5,4,2,1,2,7,4,1,5,5,7,5,7,6,7,1,1,5,5,1,7,"Чувствовал себя хорошо, немного болела поясница и затекла шея.","Было немного утомительно, так как старался не двигаться. Приходилось сохранять неподвижность. Это вызывало усталость.","Мне понравилась игра, мне нравятся соревновательные игры как cs и т.п. ","У меня 5000 часов в ней, поэтому есть большой опыт.",23,40,23/40
475645,2025-04-20T10:48:50,6. Ничто особенно не беспокоит меня. Чувствую себя более или менее непринужденно.,6,5. Слегка устал. Леность. Энергии не хватает.,5,"8. Возбужден, в хорошем расположении духа.",8,"7. Чувствую, что моих способностей достаточно и мои перспективы хороши.",7,7,7,4,5,6,5,6,6,5,5,7,5,4,5,7,7,2,1,6,6,7,6,7,7,7,5,4,7,7,5,7,"К концу эксперимента заболела голова, в целом было нормально.",Не утомительно.,"Да. Понравилась уровнями, звуковым сопровождением и сюжетом.","Играл ранее, но подзабыл детали. Могу пройти игру за пару часов, но могу застреть на некоторых уровнях из-за забытых пасхалок и фич.",26,40,26/40
319924,2025-04-24T07:32:22,10. Совершенное спокойствие. Непоколебимо уверен в себе.,1,5. Слегка устал. Леность. Энергии не хватает.,5,"6. Чувствую себя довольно хорошо, «в порядке».",6,6. Чувствую себя довольно компетентным.,6,6,7,4,4,5,5,4,4,3,5,6,4,2,2,4,7,5,1,5,3,1,7,7,5,7,1,1,6,7,2,6,"Тело немного затекло, был небольшой дискомфорт из-за пикающего звука, затем стало нормально. Других недомоганий не было.","Во время игры утомления не было, в перерывах хотелось уснуть, немного плыло в глазах.","Игра понравилась, умеренная сложность, интересный геймплей,неплохая графика","Не играл раньше, но понравилось, планирую пройти до конца.",18,40,18/40
208114,2025-04-16T08:12:13,10. Совершенное спокойствие. Непоколебимо уверен в себе.,1,"6. Чувствую себя довольно свежим, в меру бодр.",6,"6. Чувствую себя довольно хорошо, «в порядке».",6,6. Чувствую себя довольно компетентным.,6,6,7,7,5,5,6,4,7,6,3,6,3,5,3,1,7,5,5,6,3,4,5,6,5,7,6,1,7,6,3,7,"В игре были слышны раздражающие *пиканья* на фоне, которые мешали игровому процессу. Иногда они были не слышны при полном погружении в игру. Со временем хотелось больше свободы движений.",После активного Геймплея тяжело сидеть спокойно. Это вызывает усталость.,"Понравилась, в частности визуальные эффекты и музыка","Я играл в эту игру около 10 лет назад и был хорошо с ней знаком. Тогда было трудно сдержать эмоции при поражении, но победа вызывала большую радость.",19,40,19/40
300279,2025-04-25T05:03:42,7. В целом уверен и свободен от беспокойства.,7,5. Слегка устал. Леность. Энергии не хватает.,5,"6. Чувствую себя довольно хорошо, «в порядке».",6,"7. Чувствую, что моих способностей достаточно и мои перспективы хороши.",7,4,5,7,6,4,6,5,5,4,6,5,5,2,2,4,7,3,5,2,6,6,4,7,1,7,1,1,4,3,6,7,"Конечности и шея затекли, губы пересохли из-за статичного положения.","Хотелось, чтобы он закончился, потому что затекали конечности.","игра понравилась, но во врем эксперимента было некомфортно играть","Я хорошо играю в эту игру, но не раскрыл потенциал.",25,40,25/40
446415,2025-04-29T08:14:26,7. В целом уверен и свободен от беспокойства.,7,"6. Чувствую себя довольно свежим, в меру бодр.",6,7. Чувствую себя очень хорошо. Жизнерадостен.,7,8. Очень уверен в своих способностях.,8,7,7,5,7,1,3,7,5,3,1,7,4,4,3,5,7,3,1,7,5,7,6,7,7,7,7,5,7,7,6,7,Чувствовал себя прекрасно. Недомоганий не было.,"Эксперимент не казался утомительным, желания его скорейшего завершения не было.","Очень понравилась. 
Я почувствовал себя настоящим гонщиком :)
",Игра вызывала яркие эмоции.,28,40,28/40
666522,2025-04-18T08:02:12,6. Ничто особенно не беспокоит меня. Чувствую себя более или менее непринужденно.,6,5. Слегка устал. Леность. Энергии не хватает.,5,"6. Чувствую себя довольно хорошо, «в порядке».",6,6. Чувствую себя довольно компетентным.,6,7,7,4,3,7,7,7,7,3,1,7,4,1,1,2,7,3,1,7,4,7,7,7,7,7,5,2,7,7,3,7,Лёгкий дискомфорт от неправильной посадки.,Не было желания.,"Да, геймплей, сюжет, графика","Первая моя игра была из серии Якудза, после неё я прошёл ещё 12 игр из этой серии.",23,40,23/40
344772,2025-04-21T10:25:12,7. В целом уверен и свободен от беспокойства.,7,5. Слегка устал. Леность. Энергии не хватает.,5,"8. Возбужден, в хорошем расположении духа.",8,8. Очень уверен в своих способностях.,8,7,6,7,7,4,6,7,6,4,5,7,7,1,2,7,7,4,1,7,4,2,7,7,7,7,5,4,6,6,7,7,"Писк в наушниках иногда напрягал, но в интересные моменты игры не мешал.",Состояние покоя вызвало большее утомление. Нужно было открывать и закрывать глаза.,одна из моих любимых игр. люблю в нее играть ,Игра захватывающая и интересная.,28,40,28/40
